Site,Surveyor,Date,Transect_Location,Point_Location,Point_Loc_in,Point_Loc_cm,Depth_cm,Depth_raw_or_ft,Point_depth_m,Width_cm,Left_raw,Right_raw,Discharge_L_s,Velocity_ms,Discharge_EPSCOR_L_s,Stage_cm,Stage_EPSCOR_cm,Stage_ft,Stage_m,Time,Notes,ExperimentNumber,Experiment,ReachLength_m\
BEF,Lisle Snyder,8/10/16,NA,,,,8,,0.08,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,10,,0.1,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,9,,0.09,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,10,,0.1,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,3,,0.03,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,5,,0.05,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,7,,0.07,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,8,,0.08,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,8,,0.08,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,10,,0.1,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,11,,0.11,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,11,,0.11,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,12,,0.12,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,15,,0.15,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,11,,0.11,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,9,,0.09,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,10,,0.1,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,14,,0.14,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,18,,0.18,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,20,,0.2,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,22,,0.22,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,25,,0.25,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,28,,0.28,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,31,,0.31,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,33,,0.33,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,34,,0.34,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,9,,0.09,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,14,,0.14,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,9,,0.09,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,23,,0.23,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,33,,0.33,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,22,,0.22,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,25,,0.25,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,20,,0.2,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,22,,0.22,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,24,,0.24,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,8,,0.08,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,11,,0.11,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,16,,0.16,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,19,,0.19,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,20,,0.2,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,22,,0.22,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,25,,0.25,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,26,,0.26,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,25,,0.25,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,20,,0.2,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,8,,0.08,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,16,,0.16,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,23,,0.23,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,23,,0.23,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,23,,0.23,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,24,,0.24,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,11,,0.11,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,22,,0.22,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,19,,0.19,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,17,,0.17,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,15,,0.15,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,13,,0.13,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,5,,0.05,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,3,,0.03,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,6,,0.06,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,8,,0.08,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,8,,0.08,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,8,,0.08,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,7,,0.07,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,6,,0.06,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,5,,0.05,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,4,,0.04,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,10,,0.1,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,9,,0.09,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,9,,0.09,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,7,,0.07,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,6,,0.06,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,5,,0.05,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,14,,0.14,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,9,,0.09,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,17,,0.17,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,1,,0.01,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,1,,0.01,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,2,,0.02,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,14,,0.14,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,23,,0.23,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,27,,0.27,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,37,,0.37,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,41,,0.41,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,45,,0.45,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
BEF,Lisle Snyder,8/10/16,NA,,,,50,,0.5,,,,,,,50.699484,,NA,0.50699484,10:35:00,,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,3,,0.03,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,6,,0.06,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,8,,0.08,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,6,,0.06,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,4,,0.04,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,4,,0.04,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,4,,0.04,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,5,,0.05,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,1,,0.01,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,2,,0.02,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,5,,0.05,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,8,,0.08,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,8,,0.08,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,5,,0.05,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,10,,0.1,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,2,,0.02,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,10,,0.1,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,6,,0.06,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,5,,0.05,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,7,,0.07,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,1,,0.01,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,2,,0.02,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,6,,0.06,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,4,,0.04,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,3,,0.03,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,3,,0.03,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,3,,0.03,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,1,,0.01,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,4,,0.04,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,3,,0.03,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,2,,0.02,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,2,,0.02,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,4,,0.04,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,7,,0.07,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,7,,0.07,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,5,,0.05,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,5,,0.05,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,8,,0.08,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,6,,0.06,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,12,,0.12,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,1,,0.01,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,2,,0.02,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,4,,0.04,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,5,,0.05,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,6,,0.06,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,2,,0.02,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,6,,0.06,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,6,,0.06,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,5,,0.05,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
HBF,Lisle Snyder,8/10/16,NA,,,,6,,0.06,,,,,,,40.614651,,NA,0.40614651,14:15:00,reach upstream of weir pool. Note that flow was very low so these values likely come from areas that normally are pools,,,\
WHB,BRC Thesis,4/25/13,,,,,6,0.06,,130,,,13.07,,5.73478,,35.87305,,,13:20:00,NA,1,NO3 TASCC,85\
DCF,BRC Thesis,5/30/13,,,,,,NA,,150,,,83.6,0.121396055,92.059,,63.359,,,11:37:00,NA,2,NO3 TASCC,80\
WHB,BRC Thesis,6/21/13,,,,,6,0.06,,100,,,6.9,0.055051813,8.40439,,36.96412,,,13:27:00,depth .6,3,NO3 TASCC,85\
DCF,BRC Thesis,7/10/13,,,,,,NA,,150,,,63.03,0.111377246,56.179,,59.204,,,12:02:00,NA,4,NO3 TASCC,93\
WHB,BRC Thesis,8/7/13,,,,,,NA,,75,,,2.36,0.041687102,3.76238,,34.6698,,,12:20:00,NA,5,NO3 TASCC,85\
DCF,BRC Thesis,8/15/13,,,,,,NA,,100,,,19.2,0.04973262,20.403,,51.515,,,10:25:00,BRC: Width might have been guesstimated,6,NO3 TASCC,93\
WHB,BRC Thesis,9/11/13,,,,,,NA,,75,,,2.64,0.035744323,3.13579,,34.14975,,,9:33:00,NA,7,NO3 TASCC,85\
DCF,BRC Thesis,10/5/13,,,,,,NA,,100,,,30,0.037881874,22.203,,52.117,,,10:04:00,BRC: Width might have been guesstimated,8,NO3 TASCC,93\
WHB,BRC Thesis,11/10/13,,,,,,NA,,130,,,6.48,0.036062792,8.31481,,36.93353,,,9:58:00,NA,9,TASCC during acetate Plateau,85\
DCF,DON Project,6/17/14,,,,,,NA,,250,,,23,0.054575987,24.722,,52.892,,,10:50:58,NA,10,NO3 TASCC,130\
SBM,BRC Thesis,7/11/14,,,,,3.8,0.038,,161,,,1.77,,4.51292,,24.66654,,,9:54:48,NA,13,NO3 TASCC,50\
DCF,NA,6/18/15,,,,,10.37,0.1037,,250,,,30.85,0.048088439,25.999,,53.259,,,11:08:00,NA,19,PO4 TASCC,104.4\
WHB,BRC Thesis,6/30/15,,,,,,NA,,161,,,13.376,0.066718995,1.96393,,32.81395,,,10:20:35,BRC: depth not measured,20,NO3 TASCC,85\
TPB,BRC Thesis,7/17/15,,,,,9.53,0.0953,,340,,,26.67,0.04724026,28.39877,,36.60723,,,11:15:21,NA,21,NO3 TASCC,145.5\
DCF,DDON,5/19/16,,,,,,NA,,330,,,NA,0.053497942,38.63479682,,56.236455,,,9:02:00,NA,22,NO3 TASCC,104\
TPB,DDON,6/6/16,,,,,22.28,0.2228,,336,,,NA,0.21347424,244.9349019,,48.53772,,,11:35:35,NA,23,NO3 TASCC,161.6\
DCF,DDON,6/10/16,,,,,10.5,0.105,,315.8,,,NA,0.043070582,28.68511333,,53.982918,,,11:03:44,NA,24,NO3 TASCC,83.6\
TPB,DDON,6/29/16,,,,,15.0482353,0.150482353,,398.3,,,NA,0.091247883,36.14695522,,37.943037,,,10:35:50,NA,25,PO4 TASCC,161.6\
DCF,DDON,7/8/16,,,,,8.9182692,0.089182692,,242.7,,,NA,,8.772497865,,45.876303,,,9:31:31,BRC: reach length not measured. ,26,NO3 TASCC,NA\
DCF,DDON,7/13/16,,,,,9.7804878,0.097804878,,218,,,NA,0.015535957,12.80739049,,48.323583,,,9:20:04,NA,27,NO3 TASCC,45.8\
TPB,DDON,7/22/16,,,,,,NA,,358.1,,,NA,0.045817976,17.52892697,,33.935616,,,9:31:30,BRC: width and depth not measured. Width estimated,28,NO3 TASCC,161.6\
DCF,LEK,6/3/14,,,,,0.16564739,,,280,,,NA,0.083007647,38.5,,56.21,,,13:00:00,NA,NA,NA,97.7\
DCF,JC,6/29/17,,,,,,,,NA,,,NA,0.085808581,42.79447023,,57.032,,,9:52:00,NA,NA,NA,260\
