Site,Surveyor,Date,Transect_Location,Point_Location,Point_Loc_in,Point_Loc_cm,Depth_cm,Depth_raw_or_ft,Point_depth_m,Width_cm,Left_raw,Right_raw,Discharge_L_s,Velocity_ms,Discharge_EPSCOR_L_s,Stage_cm,Stage_EPSCOR_cm,Stage_ft,Stage_m,Time,Notes,ExperimentNumber,Experiment,ReachLength_m\
WHB,Bianca Rodriguez-Cardona,8/15/14,70,c,,165,4,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,70,right,,220,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,80,left,0,0,0,,,100,,1,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,80,a,,25,7,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,80,b,,50,3,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,80,c,,75,2,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,80,right,,100,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,85,left,0,0,0,,,70,,0.7,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,85,a,,17.5,3.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,85,b,,35,13,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,85,c,,52.5,5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,8/15/14,85,right,,70,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,0,left,0,0,0,,,40,,0.4,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,0,a,,10,0.5,,,,,,1.573,0.024383247,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,0,b,,20,1.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,0,c,,30,3,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,0,right,,40,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,10,left,0,0,0,,,40,,0.4,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,10,a,,10,1,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,10,b,,20,3.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,10,c,,30,1.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,10,right,,40,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,20,left,0,0,0,,,50,,0.5,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,20,a,,12.5,3.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,20,b,,25,1.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,20,c,,37.5,0.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,20,right,,50,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,30,left,0,0,0,,,50,,0.5,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,30,a,,12.5,0.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,30,b,,25,1.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,30,c,,37.5,3,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,30,right,,50,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,40,left,0,0,0,,,70,,0.7,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,40,a,,17.5,7.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,40,b,,35,5.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,40,c,,52.5,2,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,40,right,,70,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,50,left,0,0,0,,,145,,1.45,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,50,a,,36.25,1.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,50,b,,72.5,4.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,50,c,,108.75,5.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,50,right,,145,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,60,left,0,0,0,,,230,,2.3,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,60,a,,57.5,4,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,60,b,,115,0.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,60,c,,172.5,3.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,60,right,,230,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,70,left,0,0,0,,,200,,2,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,70,a,,50,0.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,70,b,,100,0.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,70,c,,150,0.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,70,right,,200,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,80,left,0,0,0,,,80,,0.8,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,80,a,,20,3.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,80,b,,40,3,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,80,c,,60,1,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,80,right,,80,0,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,85,left,0,0,0,,,50,,0.5,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,85,a,,12.5,7,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,85,b,,25,4.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,85,c,,37.5,1.5,,,,,,,,,,,,,,,,,\
WHB,Bianca Rodriguez-Cardona,9/11/14,85,right,,50,0,,,,,,,,,,,,,,,,,\
LMP,Lisle Snyder,6/27/16,1,,,,222.504,7.3,2.22504,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
LMP,Lisle Snyder,6/27/16,1,,,,292.608,9.6,2.92608,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
LMP,Lisle Snyder,6/27/16,1,,,,347.472,11.4,3.47472,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
LMP,Lisle Snyder,6/27/16,1,,,,368.808,12.1,3.68808,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
LMP,Lisle Snyder,6/27/16,1,,,,326.136,10.7,3.26136,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
LMP,Lisle Snyder,6/27/16,1,,,,198.12,6.5,1.9812,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
LMP,Lisle Snyder,6/27/16,1,,,,228.6,7.5,2.286,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
LMP,Lisle Snyder,6/27/16,1,,,,216.408,7.1,2.16408,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
LMP,Lisle Snyder,6/27/16,1,,,,195.072,6.4,1.95072,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
LMP,Lisle Snyder,6/27/16,1,,,,173.736,5.7,1.73736,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
LMP,Lisle Snyder,6/27/16,2,,,,164.592,5.4,1.64592,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
LMP,Lisle Snyder,6/27/16,2,,,,240.792,7.9,2.40792,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
LMP,Lisle Snyder,6/27/16,2,,,,307.848,10.1,3.07848,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
LMP,Lisle Snyder,6/27/16,2,,,,313.944,10.3,3.13944,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
LMP,Lisle Snyder,6/27/16,2,,,,329.184,10.8,3.29184,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
LMP,Lisle Snyder,6/27/16,2,,,,316.992,10.4,3.16992,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
LMP,Lisle Snyder,6/27/16,2,,,,323.088,10.6,3.23088,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
LMP,Lisle Snyder,6/27/16,2,,,,338.328,11.1,3.38328,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
LMP,Lisle Snyder,6/27/16,2,,,,332.232,10.9,3.32232,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
LMP,Lisle Snyder,6/27/16,2,,,,283.464,9.3,2.83464,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
LMP,Lisle Snyder,6/27/16,2,,,,277.368,9.1,2.77368,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
LMP,Lisle Snyder,6/27/16,3,,,,112.776,3.7,1.12776,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
LMP,Lisle Snyder,6/27/16,3,,,,222.504,7.3,2.22504,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
LMP,Lisle Snyder,6/27/16,3,,,,304.8,10,3.048,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
LMP,Lisle Snyder,6/27/16,3,,,,320.04,10.5,3.2004,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
LMP,Lisle Snyder,6/27/16,3,,,,341.376,11.2,3.41376,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
LMP,Lisle Snyder,6/27/16,3,,,,356.616,11.7,3.56616,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
LMP,Lisle Snyder,6/27/16,3,,,,344.424,11.3,3.44424,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
LMP,Lisle Snyder,6/27/16,3,,,,344.424,11.3,3.44424,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
LMP,Lisle Snyder,6/27/16,3,,,,332.232,10.9,3.32232,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
LMP,Lisle Snyder,6/27/16,3,,,,320.04,10.5,3.2004,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
LMP,Lisle Snyder,6/27/16,3,,,,292.608,9.6,2.92608,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
LMP,Lisle Snyder,6/27/16,3,,,,225.552,7.4,2.25552,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
LMP,Lisle Snyder,6/27/16,3,,,,131.064,4.3,1.31064,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
LMP,Lisle Snyder,6/27/16,4,,,,173.736,5.7,1.73736,,,,,,,24.9936,,0.82,0.249936,10:30:00,"Approx. 530 m reach upstream of Wiswall dam, Transect 1 (most downstream) to transect 10 (most upstream)",,,\
