e.g. NC_MudCreek,YYYY-MM-DD,Meters upstream of logger array (negative for downstream - ideally there should be 100 measurements per transect),Transect latitude in decimal degrees,Transect longitude in decimal degrees,Length of the intermediate axis of a grain (rock fragment of any size) from the bottom of the channel (millimeters),Any notes about these measurements
siteID,date,transect,latitude,longitude,grain_size_mm,notes
AZ_WB,2018-07-09,135,,,128,transect_171
AZ_WB,2018-07-09,135,,,180,transect_171
AZ_WB,2018-07-09,135,,,4,transect_171
AZ_WB,2018-07-09,135,,,64,transect_171
AZ_WB,2018-07-09,135,,,180+,transect_171
AZ_WB,2018-07-09,135,,,64,transect_171
AZ_WB,2018-07-09,135,,,180+,transect_171
AZ_WB,2018-07-09,135,,,22.6,transect_171
AZ_WB,2018-07-09,135,,,22.6,transect_171
AZ_WB,2018-07-09,135,,,64,transect_171
AZ_WB,2018-07-09,135,,,180,transect_171
AZ_WB,2018-07-09,135,,,128,transect_171
AZ_WB,2018-07-09,135,,,16,transect_171
AZ_WB,2018-07-09,135,,,32,transect_171
AZ_WB,2018-07-09,135,,,90,transect_171
AZ_WB,2018-07-09,135,,,180+,transect_171
AZ_WB,2018-07-09,135,,,180,transect_171
AZ_WB,2018-07-09,135,,,180,transect_171
AZ_WB,2018-07-09,135,,,180,transect_171
AZ_WB,2018-07-09,135,,,45,transect_171
AZ_WB,2018-07-09,135,,,180+,transect_171
AZ_WB,2018-07-09,135,,,180+,transect_171
AZ_WB,2018-07-09,135,,,11,transect_171
AZ_WB,2018-07-09,135,,,180+,transect_171
AZ_WB,2018-07-09,135,,,16,transect_171
AZ_WB,2018-07-09,135,,,180+,transect_171
AZ_WB,2018-07-09,135,,,16,transect_171
AZ_WB,2018-07-09,135,,,8,transect_171
AZ_WB,2018-07-09,135,,,128,transect_171
AZ_WB,2018-07-09,135,,,180,transect_171
AZ_WB,2018-07-09,135,,,128,transect_171
AZ_WB,2018-07-09,135,,,11,transect_171
AZ_WB,2018-07-09,135,,,2.8,transect_171
AZ_WB,2018-07-09,135,,,90,transect_171
AZ_WB,2018-07-09,135,,,180+,transect_171
AZ_WB,2018-07-09,135,,,180,transect_171
AZ_WB,2018-07-09,135,,,8,transect_171
AZ_WB,2018-07-09,135,,,5.6,transect_171
AZ_WB,2018-07-09,135,,,90,transect_171
AZ_WB,2018-07-09,135,,,180+,transect_171
AZ_WB,2018-07-09,135,,,90,transect_171
AZ_WB,2018-07-09,135,,,5.6,transect_171
AZ_WB,2018-07-09,135,,,5.6,transect_171
AZ_WB,2018-07-09,135,,,180+,transect_171
AZ_LV,2018-07-11,225,,,32,transect_172
AZ_LV,2018-07-11,225,,,11,transect_172
AZ_LV,2018-07-11,225,,,11,transect_172
AZ_LV,2018-07-11,225,,,5.6,transect_172
AZ_LV,2018-07-11,225,,,16,transect_172
AZ_LV,2018-07-11,225,,,64,transect_172
AZ_LV,2018-07-11,225,,,22.6,transect_172
AZ_LV,2018-07-11,225,,,4,transect_172
AZ_LV,2018-07-11,225,,,16,transect_172
AZ_LV,2018-07-11,225,,,11,transect_172
AZ_LV,2018-07-11,225,,,16,transect_172
AZ_LV,2018-07-11,225,,,11,transect_172
AZ_LV,2018-07-11,225,,,11,transect_172
AZ_LV,2018-07-11,225,,,8,transect_172
AZ_LV,2018-07-11,225,,,8,transect_172
AZ_LV,2018-07-11,225,,,4,transect_172
AZ_LV,2018-07-11,225,,,32,transect_172
AZ_LV,2018-07-11,225,,,8,transect_172
AZ_LV,2018-07-11,225,,,16,transect_172
AZ_LV,2018-07-11,225,,,2.8,transect_172
AZ_LV,2018-07-11,225,,,16,transect_172
AZ_LV,2018-07-11,225,,,5.6,transect_172
AZ_LV,2018-07-11,225,,,8,transect_172
AZ_LV,2018-07-11,225,,,11,transect_172
AZ_LV,2018-07-11,225,,,5.6,transect_172
AZ_LV,2018-07-11,225,,,4,transect_172
AZ_LV,2018-07-11,225,,,5.6,transect_172
AZ_LV,2018-07-11,225,,,8,transect_172
AZ_LV,2018-07-11,225,,,8,transect_172
AZ_LV,2018-07-11,225,,,5.6,transect_172
AZ_LV,2018-07-11,225,,,8,transect_172
AZ_LV,2018-07-11,225,,,16,transect_172
AZ_LV,2018-07-11,225,,,11,transect_172
AZ_LV,2018-07-11,225,,,8,transect_172
AZ_LV,2018-07-11,225,,,8,transect_172
AZ_LV,2018-07-11,225,,,2.8,transect_172
AZ_LV,2018-07-11,225,,,2,transect_172
AZ_LV,2018-07-11,225,,,<2,transect_172
AZ_LV,2018-07-11,225,,,4,transect_172
AZ_LV,2018-07-11,225,,,<2,transect_172
AZ_LV,2018-07-11,225,,,<2,transect_172
AZ_LV,2018-07-11,225,,,<2,transect_172
AZ_LV,2018-07-11,225,,,<2,transect_172
AZ_LV,2018-07-11,225,,,<2,transect_172
AZ_LV,2018-07-11,225,,,<2,transect_172
AZ_LV,2018-07-11,225,,,<2,transect_172
AZ_LV,2018-07-11,225,,,<2,transect_172
AZ_LV,2018-07-11,225,,,<2,transect_172
AZ_LV,2018-07-11,225,,,<2,transect_172
AZ_LV,2018-07-11,225,,,<2,transect_172
AZ_LV,2018-07-11,200,,,22.6,transect_173
AZ_LV,2018-07-11,200,,,<2,transect_173
AZ_LV,2018-07-11,200,,,5.6,transect_173
AZ_LV,2018-07-11,200,,,4,transect_173
AZ_LV,2018-07-11,200,,,32,transect_173
AZ_LV,2018-07-11,200,,,45,transect_173
AZ_LV,2018-07-11,200,,,45,transect_173
AZ_LV,2018-07-11,200,,,45,transect_173
AZ_LV,2018-07-11,200,,,22.6,transect_173
AZ_LV,2018-07-11,200,,,180,transect_173
AZ_LV,2018-07-11,200,,,45,transect_173
AZ_LV,2018-07-11,200,,,128,transect_173
AZ_LV,2018-07-11,200,,,90,transect_173
AZ_LV,2018-07-11,200,,,128,transect_173
AZ_LV,2018-07-11,200,,,180,transect_173
AZ_LV,2018-07-11,200,,,128,transect_173
AZ_LV,2018-07-11,200,,,64,transect_173
AZ_LV,2018-07-11,200,,,90,transect_173
AZ_LV,2018-07-11,200,,,45,transect_173
AZ_LV,2018-07-11,200,,,64,transect_173
AZ_LV,2018-07-11,200,,,180,transect_173
AZ_LV,2018-07-11,200,,,64,transect_173
AZ_LV,2018-07-11,200,,,128,transect_173
AZ_LV,2018-07-11,200,,,90,transect_173
AZ_LV,2018-07-11,200,,,64,transect_173
AZ_LV,2018-07-11,200,,,22.6,transect_173
AZ_LV,2018-07-11,200,,,64,transect_173
AZ_LV,2018-07-11,200,,,32,transect_173
AZ_LV,2018-07-11,200,,,32,transect_173
AZ_LV,2018-07-11,200,,,128,transect_173
AZ_LV,2018-07-11,200,,,64,transect_173
AZ_LV,2018-07-11,200,,,90,transect_173
AZ_LV,2018-07-11,200,,,90,transect_173
AZ_LV,2018-07-11,200,,,22.6,transect_173
AZ_LV,2018-07-11,200,,,32,transect_173
AZ_LV,2018-07-11,200,,,128,transect_173
AZ_LV,2018-07-11,200,,,<2,transect_173
AZ_LV,2018-07-11,200,,,32,transect_173
AZ_LV,2018-07-11,200,,,64,transect_173
AZ_LV,2018-07-11,200,,,45,transect_173
AZ_LV,2018-07-11,200,,,64,transect_173
AZ_LV,2018-07-11,200,,,45,transect_173
AZ_LV,2018-07-11,200,,,32,transect_173
AZ_LV,2018-07-11,200,,,180,transect_173
AZ_LV,2018-07-11,200,,,22.6,transect_173
AZ_LV,2018-07-11,200,,,64,transect_173
AZ_LV,2018-07-11,200,,,32,transect_173
AZ_LV,2018-07-11,200,,,22.6,transect_173
AZ_LV,2018-07-11,200,,,90,transect_173
AZ_LV,2018-07-11,200,,,128,transect_173
AZ_LV,2018-07-11,175,,,32,transect_174
AZ_LV,2018-07-11,175,,,32,transect_174
AZ_LV,2018-07-11,175,,,64,transect_174
AZ_LV,2018-07-11,175,,,90,transect_174
AZ_LV,2018-07-11,175,,,128,transect_174
AZ_LV,2018-07-11,175,,,180,transect_174
AZ_LV,2018-07-11,175,,,64,transect_174
AZ_LV,2018-07-11,175,,,32,transect_174
AZ_LV,2018-07-11,175,,,45,transect_174
AZ_LV,2018-07-11,175,,,90,transect_174
AZ_LV,2018-07-11,175,,,45,transect_174
AZ_LV,2018-07-11,175,,,45,transect_174
AZ_LV,2018-07-11,175,,,180,transect_174
AZ_LV,2018-07-11,175,,,64,transect_174
AZ_LV,2018-07-11,175,,,64,transect_174
AZ_LV,2018-07-11,175,,,45,transect_174
AZ_LV,2018-07-11,175,,,64,transect_174
AZ_LV,2018-07-11,175,,,32,transect_174
AZ_LV,2018-07-11,175,,,45,transect_174
AZ_LV,2018-07-11,175,,,11,transect_174
AZ_LV,2018-07-11,175,,,64,transect_174
AZ_LV,2018-07-11,175,,,8,transect_174
AZ_LV,2018-07-11,175,,,22.6,transect_174
AZ_LV,2018-07-11,175,,,45,transect_174
AZ_LV,2018-07-11,175,,,128,transect_174
AZ_LV,2018-07-11,175,,,45,transect_174
AZ_LV,2018-07-11,175,,,2.8,transect_174
AZ_LV,2018-07-11,175,,,90,transect_174
AZ_LV,2018-07-11,175,,,45,transect_174
AZ_LV,2018-07-11,175,,,32,transect_174
AZ_LV,2018-07-11,175,,,22.6,transect_174
AZ_LV,2018-07-11,175,,,32,transect_174
AZ_LV,2018-07-11,175,,,45,transect_174
AZ_LV,2018-07-11,175,,,128,transect_174
AZ_LV,2018-07-11,175,,,45,transect_174
AZ_LV,2018-07-11,175,,,45,transect_174
AZ_LV,2018-07-11,175,,,45,transect_174
AZ_LV,2018-07-11,175,,,32,transect_174
AZ_LV,2018-07-11,175,,,180,transect_174
AZ_LV,2018-07-11,175,,,90,transect_174
AZ_LV,2018-07-11,175,,,64,transect_174
AZ_LV,2018-07-11,175,,,90,transect_174
AZ_LV,2018-07-11,175,,,90,transect_174
AZ_LV,2018-07-11,175,,,180,transect_174
AZ_LV,2018-07-11,175,,,128,transect_174
AZ_LV,2018-07-11,175,,,11,transect_174
AZ_LV,2018-07-11,175,,,180,transect_174
AZ_LV,2018-07-11,175,,,64,transect_174
AZ_LV,2018-07-11,175,,,90,transect_174
AZ_LV,2018-07-11,175,,,45,transect_174
AZ_LV,2018-07-11,150,,,0,transect_175
AZ_LV,2018-07-11,150,,,64,transect_175
AZ_LV,2018-07-11,150,,,90,transect_175
AZ_LV,2018-07-11,150,,,128,transect_175
AZ_LV,2018-07-11,150,,,90,transect_175
AZ_LV,2018-07-11,150,,,90,transect_175
AZ_LV,2018-07-11,150,,,180,transect_175
AZ_LV,2018-07-11,150,,,32,transect_175
AZ_LV,2018-07-11,150,,,45,transect_175
AZ_LV,2018-07-11,150,,,5.6,transect_175
AZ_LV,2018-07-11,150,,,128,transect_175
AZ_LV,2018-07-11,150,,,22.6,transect_175
AZ_LV,2018-07-11,150,,,90,transect_175
AZ_LV,2018-07-11,150,,,45,transect_175
AZ_LV,2018-07-11,150,,,90,transect_175
AZ_LV,2018-07-11,150,,,64,transect_175
AZ_LV,2018-07-11,150,,,11,transect_175
AZ_LV,2018-07-11,150,,,45,transect_175
AZ_LV,2018-07-11,150,,,8,transect_175
AZ_LV,2018-07-11,150,,,32,transect_175
AZ_LV,2018-07-11,150,,,64,transect_175
AZ_LV,2018-07-11,150,,,22.6,transect_175
AZ_LV,2018-07-11,150,,,8,transect_175
AZ_LV,2018-07-11,150,,,11,transect_175
AZ_LV,2018-07-11,150,,,22.6,transect_175
AZ_LV,2018-07-11,150,,,45,transect_175
AZ_LV,2018-07-11,150,,,90,transect_175
AZ_LV,2018-07-11,150,,,128,transect_175
AZ_LV,2018-07-11,150,,,90,transect_175
AZ_LV,2018-07-11,150,,,64,transect_175
AZ_LV,2018-07-11,150,,,180,transect_175
AZ_LV,2018-07-11,150,,,90,transect_175
AZ_LV,2018-07-11,150,,,180,transect_175
AZ_LV,2018-07-11,150,,,64,transect_175
AZ_LV,2018-07-11,150,,,64,transect_175
AZ_LV,2018-07-11,150,,,45,transect_175
AZ_LV,2018-07-11,150,,,0,transect_175
AZ_LV,2018-07-11,150,,,128,transect_175
AZ_LV,2018-07-11,150,,,128,transect_175
AZ_LV,2018-07-11,150,,,45,transect_175
AZ_LV,2018-07-11,150,,,90,transect_175
AZ_LV,2018-07-11,150,,,22.6,transect_175
AZ_LV,2018-07-11,150,,,64,transect_175
AZ_LV,2018-07-11,150,,,64,transect_175
AZ_LV,2018-07-11,150,,,64,transect_175
AZ_LV,2018-07-11,150,,,64,transect_175
AZ_LV,2018-07-11,150,,,64,transect_175
AZ_LV,2018-07-11,150,,,45,transect_175
AZ_LV,2018-07-11,150,,,32,transect_175
AZ_LV,2018-07-11,150,,,32,transect_175
AZ_LV,2018-07-11,125,,,22.6,transect_176
AZ_LV,2018-07-11,125,,,16,transect_176
AZ_LV,2018-07-11,125,,,11,transect_176
AZ_LV,2018-07-11,125,,,16,transect_176
AZ_LV,2018-07-11,125,,,32,transect_176
AZ_LV,2018-07-11,125,,,45,transect_176
AZ_LV,2018-07-11,125,,,32,transect_176
AZ_LV,2018-07-11,125,,,45,transect_176
AZ_LV,2018-07-11,125,,,22.6,transect_176
AZ_LV,2018-07-11,125,,,16,transect_176
AZ_LV,2018-07-11,125,,,32,transect_176
AZ_LV,2018-07-11,125,,,45,transect_176
AZ_LV,2018-07-11,125,,,11,transect_176
AZ_LV,2018-07-11,125,,,32,transect_176
AZ_LV,2018-07-11,125,,,32,transect_176
AZ_LV,2018-07-11,125,,,90,transect_176
AZ_LV,2018-07-11,125,,,5.6,transect_176
AZ_LV,2018-07-11,125,,,90,transect_176
AZ_LV,2018-07-11,125,,,11,transect_176
AZ_LV,2018-07-11,125,,,45,transect_176
AZ_LV,2018-07-11,125,,,32,transect_176
AZ_LV,2018-07-11,125,,,16,transect_176
AZ_LV,2018-07-11,125,,,45,transect_176
AZ_LV,2018-07-11,125,,,45,transect_176
AZ_LV,2018-07-11,125,,,64,transect_176
AZ_LV,2018-07-11,125,,,16,transect_176
AZ_LV,2018-07-11,125,,,32,transect_176
AZ_LV,2018-07-11,125,,,90,transect_176
AZ_LV,2018-07-11,125,,,90,transect_176
AZ_LV,2018-07-11,125,,,45,transect_176
AZ_LV,2018-07-11,125,,,<2,transect_176
AZ_LV,2018-07-11,125,,,22.6,transect_176
AZ_LV,2018-07-11,125,,,22.6,transect_176
AZ_LV,2018-07-11,125,,,32,transect_176
AZ_LV,2018-07-11,125,,,16,transect_176
AZ_LV,2018-07-11,125,,,128,transect_176
AZ_LV,2018-07-11,125,,,5.6,transect_176
AZ_LV,2018-07-11,125,,,45,transect_176
AZ_LV,2018-07-11,125,,,180,transect_176
AZ_LV,2018-07-11,125,,,128,transect_176
AZ_LV,2018-07-11,125,,,90,transect_176
AZ_LV,2018-07-11,125,,,22.6,transect_176
AZ_LV,2018-07-11,125,,,64,transect_176
AZ_LV,2018-07-11,125,,,22.6,transect_176
AZ_LV,2018-07-11,125,,,90,transect_176
AZ_LV,2018-07-11,125,,,8,transect_176
AZ_LV,2018-07-11,125,,,11,transect_176
AZ_LV,2018-07-11,125,,,64,transect_176
AZ_LV,2018-07-11,125,,,32,transect_176
AZ_LV,2018-07-11,125,,,22.6,transect_176
AZ_LV,2018-07-11,100,,,<2,transect_177
AZ_LV,2018-07-11,100,,,<2,transect_177
AZ_LV,2018-07-11,100,,,45,transect_177
AZ_LV,2018-07-11,100,,,64,transect_177
AZ_LV,2018-07-11,100,,,90,transect_177
AZ_LV,2018-07-11,100,,,64,transect_177
AZ_LV,2018-07-11,100,,,2.8,transect_177
AZ_LV,2018-07-11,100,,,64,transect_177
AZ_LV,2018-07-11,100,,,45,transect_177
AZ_LV,2018-07-11,100,,,32,transect_177
AZ_LV,2018-07-11,100,,,22.6,transect_177
AZ_LV,2018-07-11,100,,,128,transect_177
AZ_LV,2018-07-11,100,,,180,transect_177
AZ_LV,2018-07-11,100,,,180,transect_177
AZ_LV,2018-07-11,100,,,128,transect_177
AZ_LV,2018-07-11,100,,,180,transect_177
AZ_LV,2018-07-11,100,,,180,transect_177
AZ_LV,2018-07-11,100,,,64,transect_177
AZ_LV,2018-07-11,100,,,64,transect_177
AZ_LV,2018-07-11,100,,,90,transect_177
AZ_LV,2018-07-11,100,,,180,transect_177
AZ_LV,2018-07-11,100,,,180,transect_177
AZ_LV,2018-07-11,100,,,180,transect_177
AZ_LV,2018-07-11,100,,,>180,transect_177
AZ_LV,2018-07-11,100,,,32,transect_177
AZ_LV,2018-07-11,100,,,90,transect_177
AZ_LV,2018-07-11,100,,,32,transect_177
AZ_LV,2018-07-11,100,,,128,transect_177
AZ_LV,2018-07-11,100,,,64,transect_177
AZ_LV,2018-07-11,100,,,180,transect_177
AZ_LV,2018-07-11,100,,,128,transect_177
AZ_LV,2018-07-11,100,,,45,transect_177
AZ_LV,2018-07-11,100,,,22.6,transect_177
AZ_LV,2018-07-11,100,,,22.6,transect_177
AZ_LV,2018-07-11,100,,,8,transect_177
AZ_LV,2018-07-11,100,,,2.8,transect_177
AZ_LV,2018-07-11,100,,,22.6,transect_177
AZ_LV,2018-07-11,100,,,32,transect_177
AZ_LV,2018-07-11,100,,,4,transect_177
AZ_LV,2018-07-11,100,,,4,transect_177
AZ_LV,2018-07-11,100,,,<2,transect_177
AZ_LV,2018-07-11,100,,,<2,transect_177
AZ_LV,2018-07-11,100,,,128,transect_177
AZ_LV,2018-07-11,100,,,45,transect_177
AZ_LV,2018-07-11,100,,,64,transect_177
AZ_LV,2018-07-11,100,,,180,transect_177
AZ_LV,2018-07-11,100,,,180,transect_177
AZ_LV,2018-07-11,100,,,128,transect_177
AZ_LV,2018-07-11,100,,,45,transect_177
AZ_LV,2018-07-11,100,,,32,transect_177
AZ_LV,2018-07-11,75,,,<2,transect_178
AZ_LV,2018-07-11,75,,,<2,transect_178
AZ_LV,2018-07-11,75,,,2,transect_178
AZ_LV,2018-07-11,75,,,2,transect_178
AZ_LV,2018-07-11,75,,,45,transect_178
AZ_LV,2018-07-11,75,,,<2,transect_178
AZ_LV,2018-07-11,75,,,64,transect_178
AZ_LV,2018-07-11,75,,,45,transect_178
AZ_LV,2018-07-11,75,,,8,transect_178
AZ_LV,2018-07-11,75,,,5.6,transect_178
AZ_LV,2018-07-11,75,,,45,transect_178
AZ_LV,2018-07-11,75,,,64,transect_178
AZ_LV,2018-07-11,75,,,90,transect_178
AZ_LV,2018-07-11,75,,,180,transect_178
AZ_LV,2018-07-11,75,,,32,transect_178
AZ_LV,2018-07-11,75,,,32,transect_178
AZ_LV,2018-07-11,75,,,128,transect_178
AZ_LV,2018-07-11,75,,,90,transect_178
AZ_LV,2018-07-11,75,,,180,transect_178
AZ_LV,2018-07-11,75,,,180,transect_178
AZ_LV,2018-07-11,75,,,128,transect_178
AZ_LV,2018-07-11,75,,,128,transect_178
AZ_LV,2018-07-11,75,,,90,transect_178
AZ_LV,2018-07-11,75,,,45,transect_178
AZ_LV,2018-07-11,75,,,64,transect_178
AZ_LV,2018-07-11,75,,,<2,transect_178
AZ_LV,2018-07-11,75,,,<2,transect_178
AZ_LV,2018-07-11,75,,,2,transect_178
AZ_LV,2018-07-11,75,,,2.8,transect_178
AZ_LV,2018-07-11,75,,,64,transect_178
AZ_LV,2018-07-11,75,,,90,transect_178
AZ_LV,2018-07-11,75,,,45,transect_178
AZ_LV,2018-07-11,75,,,90,transect_178
AZ_LV,2018-07-11,75,,,16,transect_178
AZ_LV,2018-07-11,75,,,16,transect_178
AZ_LV,2018-07-11,75,,,128,transect_178
AZ_LV,2018-07-11,75,,,5.6,transect_178
AZ_LV,2018-07-11,75,,,128,transect_178
AZ_LV,2018-07-11,75,,,4,transect_178
AZ_LV,2018-07-11,75,,,4,transect_178
AZ_LV,2018-07-11,75,,,2.8,transect_178
AZ_LV,2018-07-11,75,,,90,transect_178
AZ_LV,2018-07-11,75,,,<2,transect_178
AZ_LV,2018-07-11,75,,,<2,transect_178
AZ_LV,2018-07-11,75,,,128,transect_178
AZ_LV,2018-07-11,75,,,180,transect_178
AZ_LV,2018-07-11,75,,,32,transect_178
AZ_LV,2018-07-11,75,,,128,transect_178
AZ_LV,2018-07-11,75,,,64,transect_178
AZ_LV,2018-07-11,75,,,22.6,transect_178
AZ_LV,2018-07-11,50,,,128,transect_179
AZ_LV,2018-07-11,50,,,45,transect_179
AZ_LV,2018-07-11,50,,,64,transect_179
AZ_LV,2018-07-11,50,,,128,transect_179
AZ_LV,2018-07-11,50,,,8,transect_179
AZ_LV,2018-07-11,50,,,32,transect_179
AZ_LV,2018-07-11,50,,,<2,transect_179
AZ_LV,2018-07-11,50,,,22.6,transect_179
AZ_LV,2018-07-11,50,,,<2,transect_179
AZ_LV,2018-07-11,50,,,2.8,transect_179
AZ_LV,2018-07-11,50,,,2.8,transect_179
AZ_LV,2018-07-11,50,,,4,transect_179
AZ_LV,2018-07-11,50,,,<2,transect_179
AZ_LV,2018-07-11,50,,,64,transect_179
AZ_LV,2018-07-11,50,,,11,transect_179
AZ_LV,2018-07-11,50,,,<2,transect_179
AZ_LV,2018-07-11,50,,,180,transect_179
AZ_LV,2018-07-11,50,,,90,transect_179
AZ_LV,2018-07-11,50,,,128,transect_179
AZ_LV,2018-07-11,50,,,180,transect_179
AZ_LV,2018-07-11,50,,,128,transect_179
AZ_LV,2018-07-11,50,,,4,transect_179
AZ_LV,2018-07-11,50,,,22.6,transect_179
AZ_LV,2018-07-11,50,,,64,transect_179
AZ_LV,2018-07-11,50,,,90,transect_179
AZ_LV,2018-07-11,50,,,45,transect_179
AZ_LV,2018-07-11,50,,,128,transect_179
AZ_LV,2018-07-11,50,,,180,transect_179
AZ_LV,2018-07-11,50,,,>180,transect_179
AZ_LV,2018-07-11,50,,,128,transect_179
AZ_LV,2018-07-11,50,,,>180,transect_179
AZ_LV,2018-07-11,50,,,>180,transect_179
AZ_LV,2018-07-11,50,,,180,transect_179
AZ_LV,2018-07-11,50,,,90,transect_179
AZ_LV,2018-07-11,50,,,>180,transect_179
AZ_LV,2018-07-11,50,,,180,transect_179
AZ_LV,2018-07-11,50,,,90,transect_179
AZ_LV,2018-07-11,50,,,128,transect_179
AZ_LV,2018-07-11,50,,,11,transect_179
AZ_LV,2018-07-11,50,,,180,transect_179
AZ_LV,2018-07-11,50,,,8,transect_179
AZ_LV,2018-07-11,50,,,128,transect_179
AZ_LV,2018-07-11,50,,,128,transect_179
AZ_LV,2018-07-11,50,,,90,transect_179
AZ_LV,2018-07-11,50,,,64,transect_179
AZ_LV,2018-07-11,50,,,64,transect_179
AZ_LV,2018-07-11,50,,,45,transect_179
AZ_LV,2018-07-11,50,,,<2,transect_179
AZ_LV,2018-07-11,50,,,<2,transect_179
AZ_LV,2018-07-11,50,,,<2,transect_179
AZ_LV,2018-07-11,25,,,<2,transect_180
AZ_LV,2018-07-11,25,,,<2,transect_180
AZ_LV,2018-07-11,25,,,128,transect_180
AZ_LV,2018-07-11,25,,,90,transect_180
AZ_LV,2018-07-11,25,,,90,transect_180
AZ_LV,2018-07-11,25,,,45,transect_180
AZ_LV,2018-07-11,25,,,64,transect_180
AZ_LV,2018-07-11,25,,,<2,transect_180
AZ_LV,2018-07-11,25,,,<2,transect_180
AZ_LV,2018-07-11,25,,,64,transect_180
AZ_LV,2018-07-11,25,,,32,transect_180
AZ_LV,2018-07-11,25,,,16,transect_180
AZ_LV,2018-07-11,25,,,4,transect_180
AZ_LV,2018-07-11,25,,,2.8,transect_180
AZ_LV,2018-07-11,25,,,4,transect_180
AZ_LV,2018-07-11,25,,,64,transect_180
AZ_LV,2018-07-11,25,,,22.6,transect_180
AZ_LV,2018-07-11,25,,,64,transect_180
AZ_LV,2018-07-11,25,,,90,transect_180
AZ_LV,2018-07-11,25,,,64,transect_180
AZ_LV,2018-07-11,25,,,180,transect_180
AZ_LV,2018-07-11,25,,,180,transect_180
AZ_LV,2018-07-11,25,,,>180,transect_180
AZ_LV,2018-07-11,25,,,>180,transect_180
AZ_LV,2018-07-11,25,,,180,transect_180
AZ_LV,2018-07-11,25,,,128,transect_180
AZ_LV,2018-07-11,25,,,>180,transect_180
AZ_LV,2018-07-11,25,,,180,transect_180
AZ_LV,2018-07-11,25,,,90,transect_180
AZ_LV,2018-07-11,25,,,128,transect_180
AZ_LV,2018-07-11,25,,,90,transect_180
AZ_LV,2018-07-11,25,,,128,transect_180
AZ_LV,2018-07-11,25,,,90,transect_180
AZ_LV,2018-07-11,25,,,45,transect_180
AZ_LV,2018-07-11,25,,,180,transect_180
AZ_LV,2018-07-11,25,,,<2,transect_180
AZ_LV,2018-07-11,25,,,<2,transect_180
AZ_LV,2018-07-11,25,,,4,transect_180
AZ_LV,2018-07-11,25,,,<2,transect_180
AZ_LV,2018-07-11,25,,,<2,transect_180
AZ_LV,2018-07-11,25,,,<2,transect_180
AZ_LV,2018-07-11,25,,,4,transect_180
AZ_LV,2018-07-11,25,,,5.6,transect_180
AZ_LV,2018-07-11,25,,,<2,transect_180
AZ_LV,2018-07-11,25,,,<2,transect_180
AZ_LV,2018-07-11,25,,,32,transect_180
AZ_LV,2018-07-11,25,,,<2,transect_180
AZ_LV,2018-07-11,25,,,>180,transect_180
AZ_LV,2018-07-11,25,,,<2,transect_180
AZ_LV,2018-07-11,25,,,5.6,transect_180
AZ_LV,2018-07-11,0,,,90,transect_181
AZ_LV,2018-07-11,0,,,128,transect_181
AZ_LV,2018-07-11,0,,,45,transect_181
AZ_LV,2018-07-11,0,,,64,transect_181
AZ_LV,2018-07-11,0,,,45,transect_181
AZ_LV,2018-07-11,0,,,180,transect_181
AZ_LV,2018-07-11,0,,,22.6,transect_181
AZ_LV,2018-07-11,0,,,128,transect_181
AZ_LV,2018-07-11,0,,,128,transect_181
AZ_LV,2018-07-11,0,,,180,transect_181
AZ_LV,2018-07-11,0,,,90,transect_181
AZ_LV,2018-07-11,0,,,64,transect_181
AZ_LV,2018-07-11,0,,,180,transect_181
AZ_LV,2018-07-11,0,,,90,transect_181
AZ_LV,2018-07-11,0,,,90,transect_181
AZ_LV,2018-07-11,0,,,64,transect_181
AZ_LV,2018-07-11,0,,,45,transect_181
AZ_LV,2018-07-11,0,,,45,transect_181
AZ_LV,2018-07-11,0,,,90,transect_181
AZ_LV,2018-07-11,0,,,180,transect_181
AZ_LV,2018-07-11,0,,,64,transect_181
AZ_LV,2018-07-11,0,,,5.6,transect_181
AZ_LV,2018-07-11,0,,,32,transect_181
AZ_LV,2018-07-11,0,,,128,transect_181
AZ_LV,2018-07-11,0,,,180,transect_181
AZ_LV,2018-07-11,0,,,16,transect_181
AZ_LV,2018-07-11,0,,,8,transect_181
AZ_LV,2018-07-11,0,,,45,transect_181
AZ_LV,2018-07-11,0,,,<2,transect_181
AZ_LV,2018-07-11,0,,,<2,transect_181
AZ_LV,2018-07-11,0,,,<2,transect_181
AZ_LV,2018-07-11,0,,,>180 ,transect_181
AZ_LV,2018-07-11,0,,,2.8,transect_181
AZ_LV,2018-07-11,0,,,11,transect_181
AZ_LV,2018-07-11,0,,,8,transect_181
AZ_LV,2018-07-11,0,,,64,transect_181
AZ_LV,2018-07-11,0,,,16,transect_181
AZ_LV,2018-07-11,0,,,90,transect_181
AZ_LV,2018-07-11,0,,,64,transect_181
AZ_LV,2018-07-11,0,,,64,transect_181
AZ_LV,2018-07-11,0,,,90,transect_181
AZ_LV,2018-07-11,0,,,90,transect_181
AZ_LV,2018-07-11,0,,,64,transect_181
AZ_LV,2018-07-11,0,,,128,transect_181
AZ_LV,2018-07-11,0,,,64,transect_181
AZ_LV,2018-07-11,0,,,45,transect_181
AZ_LV,2018-07-11,0,,,5.6,transect_181
AZ_LV,2018-07-11,0,,,64,transect_181
AZ_LV,2018-07-11,0,,,90,transect_181
AZ_LV,2018-07-11,0,,,128,transect_181
AZ_OC,2018-03-06,0,,,2,transect_0
