e.g. NC_MudCreek,YYYY-MM-DD,Meters upstream of logger array (negative for downstream),Transect latitude in decimal degrees,Transect longitude in decimal degrees,The width of the water surface at the time of measurement (meters),The depth at the time of measurement (meters),The velocity at the time of measurement (meters per second),Any notes about the measurement
siteID,date,transect,latitude,longitude,width_m,depth_m,velocity_ms,notes
AZ_OC,2017-11-08,20,,,0,2,,
AZ_OC,2017-11-08,20,,,1,8,,
AZ_OC,2017-11-08,20,,,2,19,,
AZ_OC,2017-11-08,20,,,3,14,,
AZ_OC,2017-11-08,20,,,4,18,,
AZ_OC,2017-11-08,20,,,5,5,,
AZ_OC,2017-11-08,20,,,6,0,,
AZ_OC,2017-11-08,20,,,7,42,,
AZ_OC,2017-11-08,20,,,8,37,,
AZ_OC,2017-11-08,20,,,9,53,,
AZ_OC,2017-11-08,20,,,10,64,,
AZ_OC,2017-11-08,20,,,11,15,,
AZ_OC,2017-11-08,20,,,11.9,2,,
AZ_OC,2017-11-08,40,,,0,1,,
AZ_OC,2017-11-08,40,,,1,17,,
AZ_OC,2017-11-08,40,,,2,13,,
AZ_OC,2017-11-08,40,,,3,28,,
AZ_OC,2017-11-08,40,,,4,25,,
AZ_OC,2017-11-08,40,,,5,29,,
AZ_OC,2017-11-08,40,,,6,20,,
AZ_OC,2017-11-08,40,,,7,45,,
AZ_OC,2017-11-08,40,,,8,27,,
AZ_OC,2017-11-08,40,,,9,35,,
AZ_OC,2017-11-08,40,,,10,41,,
AZ_OC,2017-11-08,40,,,11,45,,
AZ_OC,2017-11-08,40,,,11.3,12,,
AZ_OC,2017-11-08,60,,,0,0,,
AZ_OC,2017-11-08,60,,,1,11,,
AZ_OC,2017-11-08,60,,,2,12,,
AZ_OC,2017-11-08,60,,,3,28,,
AZ_OC,2017-11-08,60,,,4,26,,
AZ_OC,2017-11-08,60,,,5,35,,
AZ_OC,2017-11-08,60,,,6,25,,
AZ_OC,2017-11-08,60,,,7,28,,
AZ_OC,2017-11-08,60,,,8,36,,
AZ_OC,2017-11-08,60,,,9,22,,
AZ_OC,2017-11-08,60,,,10,16,,
AZ_OC,2017-11-08,60,,,10.9,21,,
AZ_OC,2017-11-08,80,,,0,11,,
AZ_OC,2017-11-08,80,,,1,10,,
AZ_OC,2017-11-08,80,,,2,39,,
AZ_OC,2017-11-08,80,,,3,35,,
AZ_OC,2017-11-08,80,,,4,37,,
AZ_OC,2017-11-08,80,,,5,36,,
AZ_OC,2017-11-08,80,,,6,32,,
AZ_OC,2017-11-08,80,,,7,29,,
AZ_OC,2017-11-08,80,,,8,28,,
AZ_OC,2017-11-08,80,,,9,19,,
AZ_OC,2017-11-08,80,,,9.2,13,,
AZ_OC,2017-11-08,100,,,0,3,,
AZ_OC,2017-11-08,100,,,1,34,,
AZ_OC,2017-11-08,100,,,2,54,,
AZ_OC,2017-11-08,100,,,3,62,,
AZ_OC,2017-11-08,100,,,4,54,,
AZ_OC,2017-11-08,100,,,5,37,,
AZ_OC,2017-11-08,100,,,6,35,,
AZ_OC,2017-11-08,100,,,7,48,,
AZ_OC,2017-11-08,100,,,8,27,,
AZ_OC,2017-11-08,100,,,9,30,,
AZ_OC,2017-11-08,100,,,10,15,,
AZ_OC,2017-11-08,100,,,11,21,,
AZ_OC,2017-11-08,100,,,12,1,,
AZ_OC,2017-11-08,100,,,12.3,1,,
AZ_OC,2017-11-08,120,,,3.8,2,,
AZ_OC,2017-11-08,120,,,4,12,,
AZ_OC,2017-11-08,120,,,5,38,,
AZ_OC,2017-11-08,120,,,6,32,,
AZ_OC,2017-11-08,120,,,7,26,,
AZ_OC,2017-11-08,120,,,8,6,,
AZ_OC,2017-11-08,120,,,9,4,,
AZ_OC,2017-11-08,120,,,10,18,,
AZ_OC,2017-11-08,120,,,11,48,,
AZ_OC,2017-11-08,120,,,12,32,,
AZ_OC,2017-11-08,120,,,12.5,5,,
AZ_OC,2017-11-08,140,,,1.1,3,,
AZ_OC,2017-11-08,140,,,2,42,,
AZ_OC,2017-11-08,140,,,3,2,,
AZ_OC,2017-11-08,140,,,4,41,,
AZ_OC,2017-11-08,140,,,5,5,,
AZ_OC,2017-11-08,140,,,6,20,,
AZ_OC,2017-11-08,140,,,7,15,,
AZ_OC,2017-11-08,140,,,8,2,,
AZ_OC,2017-11-08,140,,,9,10,,
AZ_OC,2017-11-08,140,,,10,26,,
AZ_OC,2017-11-08,140,,,11,42,,
AZ_OC,2017-11-08,140,,,12,20,,
AZ_OC,2017-11-08,140,,,13,0,,
AZ_OC,2017-11-08,140,,,13.6,0,,
AZ_OC,2017-11-08,160,,,1,29,,
AZ_OC,2017-11-08,160,,,1.5,36,,
AZ_OC,2017-11-08,160,,,2,29,,
AZ_OC,2017-11-08,160,,,2.5,58,,
AZ_OC,2017-11-08,160,,,3,34,,
AZ_OC,2017-11-08,160,,,3.5,36,,
AZ_OC,2017-11-08,160,,,4,5,,
AZ_OC,2017-11-08,160,,,4.5,35,,
AZ_OC,2017-11-08,160,,,5,36,,
AZ_OC,2017-11-08,160,,,5.5,22,,
AZ_OC,2017-11-08,160,,,6,10,,
AZ_OC,2017-11-08,160,,,6.5,29,,
AZ_OC,2017-11-08,160,,,7,20,,
AZ_OC,2017-11-08,160,,,7.5,15,,
AZ_OC,2017-11-08,160,,,8,11,,
AZ_OC,2017-11-08,160,,,8.5,1,,
AZ_OC,2017-11-08,160,,,9,0,,
AZ_OC,2017-11-08,160,,,9.2,0,,
AZ_OC,2017-11-08,180,,,0.5,14,,
AZ_OC,2017-11-08,180,,,1,40,,
AZ_OC,2017-11-08,180,,,2,64,,
AZ_OC,2017-11-08,180,,,3,61,,
AZ_OC,2017-11-08,180,,,4,48,,
AZ_OC,2017-11-08,180,,,5,56,,
AZ_OC,2017-11-08,180,,,6,41,,
AZ_OC,2017-11-08,180,,,7,42,,
AZ_OC,2017-11-08,180,,,8,34,,
AZ_OC,2017-11-08,180,,,9,17,,
AZ_OC,2017-11-08,180,,,10,10,,
AZ_OC,2017-11-08,180,,,10.4,3,,
AZ_OC,2017-11-08,200,,,1,2,,
AZ_OC,2017-11-08,200,,,1.5,2,,
AZ_OC,2017-11-08,200,,,2,7,,
AZ_OC,2017-11-08,200,,,2.5,10,,
AZ_OC,2017-11-08,200,,,3,20,,
AZ_OC,2017-11-08,200,,,3.5,17,,
AZ_OC,2017-11-08,200,,,4,21,,
AZ_OC,2017-11-08,200,,,4.5,36,,
AZ_OC,2017-11-08,200,,,5,37,,
AZ_OC,2017-11-08,200,,,5.5,54,,
AZ_OC,2017-11-08,200,,,6,70,,
AZ_OC,2017-11-08,200,,,6.5,84,,
AZ_OC,2017-11-08,200,,,7,93,,
AZ_OC,2017-11-08,200,,,7.5,91,,
AZ_OC,2017-11-08,200,,,8,98,,
AZ_OC,2017-11-08,200,,,8.5,95,,
AZ_OC,2017-11-08,200,,,9,122,,
AZ_OC,2017-11-08,200,,,9.5,Deep,,
AZ_OC,2017-11-08,200,,,10,118,,
AZ_WB,2017-11-08,0,,,1,2,,
AZ_WB,2017-11-08,0,,,1.5,12,,
AZ_WB,2017-11-08,0,,,2,9,,
AZ_WB,2017-11-08,0,,,2.5,19,,
AZ_WB,2017-11-08,0,,,3,34,,
AZ_WB,2017-11-08,0,,,3.5,34,,
AZ_WB,2017-11-08,0,,,4,36,,
AZ_WB,2017-11-08,0,,,4.5,43,,
AZ_WB,2017-11-08,0,,,5,45,,
AZ_WB,2017-11-08,0,,,5.5,46,,
AZ_WB,2017-11-08,0,,,6,50,,
AZ_WB,2017-11-08,0,,,6.5,64,,
AZ_WB,2017-11-08,0,,,7,61,,
AZ_WB,2017-11-08,0,,,7.5,52,,
AZ_WB,2017-11-08,0,,,8,43,,
AZ_WB,2017-11-08,0,,,8.5,34,,
AZ_WB,2017-11-08,0,,,9,16,,
AZ_WB,2017-11-08,0,,,9.2,2,,
AZ_WB,2017-11-08,20,,,1,1,,
AZ_WB,2017-11-08,20,,,1.5,0,,
AZ_WB,2017-11-08,20,,,2,48,,
AZ_WB,2017-11-08,20,,,2.5,50,,
AZ_WB,2017-11-08,20,,,3,74,,
AZ_WB,2017-11-08,20,,,3.5,72,,
AZ_WB,2017-11-08,20,,,4,57,,
AZ_WB,2017-11-08,20,,,4.5,36,,
AZ_WB,2017-11-08,20,,,5,0,,
AZ_WB,2017-11-08,20,,,5.5,8,,
AZ_WB,2017-11-08,40,,,1,1,,
AZ_WB,2017-11-08,40,,,1.33,33,,
AZ_WB,2017-11-08,40,,,1.66,20,,
AZ_WB,2017-11-08,40,,,2,30,,
AZ_WB,2017-11-08,40,,,2.33,9,,
AZ_WB,2017-11-08,40,,,2.66,37,,
AZ_WB,2017-11-08,40,,,3,25,,
AZ_WB,2017-11-08,40,,,3.33,17,,
AZ_WB,2017-11-08,40,,,3.66,3,,
AZ_WB,2017-11-08,40,,,4,21,,
AZ_WB,2017-11-08,40,,,4.33,10,,
AZ_WB,2017-11-08,40,,,4.66,14,,
AZ_WB,2017-11-08,40,,,4.8,12,,
AZ_WB,2017-11-08,60,,,1,2,,
AZ_WB,2017-11-08,60,,,1.5,3,,
AZ_WB,2017-11-08,60,,,2,27,,
AZ_WB,2017-11-08,60,,,2.5,34,,
AZ_WB,2017-11-08,60,,,3,12,,
AZ_WB,2017-11-08,60,,,3.5,30,,
AZ_WB,2017-11-08,60,,,4,19,,
AZ_WB,2017-11-08,60,,,4.5,23,,
AZ_WB,2017-11-08,60,,,5,0,,
AZ_WB,2017-11-08,60,,,5.5,13,,
AZ_WB,2017-11-08,60,,,6,11,,
AZ_WB,2017-11-08,60,,,6.5,0,,
AZ_WB,2017-11-08,80,,,1,4,,
AZ_WB,2017-11-08,80,,,1.5,11,,
AZ_WB,2017-11-08,80,,,2,2,,
AZ_WB,2017-11-08,80,,,2.5,12,,
AZ_WB,2017-11-08,80,,,3,18,,
AZ_WB,2017-11-08,80,,,3.5,10,,
AZ_WB,2017-11-08,80,,,4,23,,
AZ_WB,2017-11-08,80,,,4.5,25,,
AZ_WB,2017-11-08,80,,,5,29,,
AZ_WB,2017-11-08,80,,,5.5,21,,
AZ_WB,2017-11-08,80,,,6,15,,
AZ_WB,2017-11-08,80,,,6.5,12,,
AZ_WB,2017-11-08,80,,,7,18,,
AZ_WB,2017-11-08,80,,,7.5,21,,
AZ_WB,2017-11-08,80,,,8,15,,
AZ_WB,2017-11-08,80,,,8.5,17,,
AZ_WB,2017-11-08,80,,,9,8,,
AZ_WB,2017-11-08,80,,,9.2,1,,
AZ_WB,2017-11-08,100,,,1,10,,
AZ_WB,2017-11-08,100,,,1.5,11,,
AZ_WB,2017-11-08,100,,,2,3,,
AZ_WB,2017-11-08,100,,,2.5,14,,
AZ_WB,2017-11-08,100,,,3,7,,
AZ_WB,2017-11-08,100,,,3.5,10,,
AZ_WB,2017-11-08,100,,,4,0,,
AZ_WB,2017-11-08,100,,,4.5,35,,
AZ_WB,2017-11-08,100,,,5,4,,
AZ_WB,2017-11-08,100,,,5.5,0,,
AZ_WB,2017-11-08,100,,,6,35,,
AZ_WB,2017-11-08,100,,,6.5,32,,
AZ_WB,2017-11-08,100,,,7,35,,
AZ_WB,2017-11-08,100,,,7.5,31,,
AZ_WB,2017-11-08,100,,,8,17,,
AZ_WB,2017-11-08,100,,,8.5,7,,
AZ_WB,2017-11-08,100,,,9,15,,
AZ_WB,2017-11-08,100,,,9.5,5,,
AZ_WB,2017-11-08,120,,,0,2,,
AZ_WB,2017-11-08,120,,,1,1,,
AZ_WB,2017-11-08,120,,,2,7,,
AZ_WB,2017-11-08,120,,,3,5,,
AZ_WB,2017-11-08,120,,,4,19,,
AZ_WB,2017-11-08,120,,,5,0,,
AZ_WB,2017-11-08,120,,,6,2,,
AZ_WB,2017-11-08,120,,,7,2,,
AZ_WB,2017-11-08,120,,,8,28,,
AZ_WB,2017-11-08,120,,,9,23,,
AZ_WB,2017-11-08,120,,,9.4,9,,
AZ_WB,2017-11-08,140,,,0,0,,
AZ_WB,2017-11-08,140,,,1,41,,
AZ_WB,2017-11-08,140,,,2,5,,
AZ_WB,2017-11-08,140,,,3,39,,
AZ_WB,2017-11-08,140,,,4,30,,
AZ_WB,2017-11-08,140,,,5,0,,
AZ_WB,2017-11-08,140,,,6,8,,
AZ_WB,2017-11-08,140,,,7,30,,
AZ_WB,2017-11-08,140,,,8,0,,
AZ_WB,2017-11-08,140,,,9,5,,
AZ_WB,2017-11-08,140,,,10,2,,
AZ_WB,2017-11-08,140,,,11,12,,
AZ_WB,2017-11-08,140,,,11.6,2,,
AZ_WB,2017-11-08,160,,,0,4,,
AZ_WB,2017-11-08,160,,,0.5,7,,
AZ_WB,2017-11-08,160,,,1,20,,
AZ_WB,2017-11-08,160,,,1.5,33,,
AZ_WB,2017-11-08,160,,,2,42,,
AZ_WB,2017-11-08,160,,,2.5,47,,
AZ_WB,2017-11-08,160,,,3,57,,
AZ_WB,2017-11-08,160,,,3.5,55,,
AZ_WB,2017-11-08,160,,,4,42,,
AZ_WB,2017-11-08,160,,,4.5,52,,
AZ_WB,2017-11-08,160,,,5,25,,
AZ_WB,2017-11-08,180,,,0,2,,
AZ_WB,2017-11-08,180,,,0.5,15,,
AZ_WB,2017-11-08,180,,,1,21,,
AZ_WB,2017-11-08,180,,,1.5,14,,
AZ_WB,2017-11-08,180,,,2,25,,
AZ_WB,2017-11-08,180,,,2.5,17,,
AZ_WB,2017-11-08,180,,,3,12,,
AZ_WB,2017-11-08,180,,,3.5,0,,
AZ_WB,2017-11-08,180,,,4,12,,
AZ_WB,2017-11-08,180,,,4.5,0,,
AZ_WB,2017-11-08,180,,,5,24,,
AZ_WB,2017-11-08,180,,,5.5,29,,
AZ_WB,2017-11-08,180,,,6,31,,
AZ_WB,2017-11-08,180,,,6.6,1,,
AZ_OC,2018-03-06,0,,,0,113,,
AZ_OC,2018-03-06,0,,,1,86,,
AZ_OC,2018-03-06,0,,,2,66,,
AZ_OC,2018-03-06,0,,,3,55,,
AZ_OC,2018-03-06,0,,,4,57,,
AZ_OC,2018-03-06,0,,,5,82,,
AZ_OC,2018-03-06,0,,,6,84,,
AZ_OC,2018-03-06,0,,,6.8,0,,
AZ_OC,2018-03-06,15,,,TOO DEEP,TOO DEEP,,
AZ_OC,2018-03-06,30,,,0,1,,
AZ_OC,2018-03-06,30,,,1,16,,
AZ_OC,2018-03-06,30,,,2,0,,
AZ_OC,2018-03-06,30,,,3,33,,
AZ_OC,2018-03-06,30,,,4,34,,
AZ_OC,2018-03-06,30,,,5,20,,
AZ_OC,2018-03-06,30,,,6,22,,
AZ_OC,2018-03-06,30,,,7,60,,
AZ_OC,2018-03-06,30,,,8,45,,
AZ_OC,2018-03-06,30,,,9,29,,
AZ_OC,2018-03-06,30,,,10,11,,
AZ_OC,2018-03-06,30,,,12,1,,
AZ_OC,2018-03-06,30,,,13,10,,
AZ_OC,2018-03-06,45,,,0,1,,
AZ_OC,2018-03-06,45,,,1,16,,
AZ_OC,2018-03-06,45,,,2,29,,
AZ_OC,2018-03-06,45,,,3,35,,
AZ_OC,2018-03-06,45,,,4,24,,
AZ_OC,2018-03-06,45,,,5,35,,
AZ_OC,2018-03-06,45,,,6,34,,
AZ_OC,2018-03-06,45,,,7,35,,
AZ_OC,2018-03-06,45,,,8,38,,
AZ_OC,2018-03-06,45,,,9,5,,
AZ_OC,2018-03-06,45,,,10,54,,
AZ_OC,2018-03-06,45,,,11,23,,
AZ_OC,2018-03-06,45,,,12.1,21,,
AZ_OC,2018-03-06,60,,,0,1,,
AZ_OC,2018-03-06,60,,,1,11,,
AZ_OC,2018-03-06,60,,,2,20,,
AZ_OC,2018-03-06,60,,,3,20,,
AZ_OC,2018-03-06,60,,,4,25,,
AZ_OC,2018-03-06,60,,,5,29,,
AZ_OC,2018-03-06,60,,,6,55,,
AZ_OC,2018-03-06,60,,,7,59,,
AZ_OC,2018-03-06,60,,,8,25,,
AZ_OC,2018-03-06,60,,,9,15,,
AZ_OC,2018-03-06,60,,,10,16,,
AZ_OC,2018-03-06,60,,,10.4,8,,
AZ_OC,2018-03-06,75,,,0,24,,
AZ_OC,2018-03-06,75,,,1,20,,
AZ_OC,2018-03-06,75,,,2,23,,
AZ_OC,2018-03-06,75,,,3,24,,
AZ_OC,2018-03-06,75,,,4,21,,
AZ_OC,2018-03-06,75,,,5,6,,
AZ_OC,2018-03-06,75,,,6,44,,
AZ_OC,2018-03-06,75,,,7,21,,
AZ_OC,2018-03-06,75,,,8,58,,
AZ_OC,2018-03-06,75,,,9,0,,
AZ_OC,2018-03-06,75,,,10.3,19,,
AZ_OC,2018-03-06,90,,,0,1,,
AZ_OC,2018-03-06,90,,,1,5,,
AZ_OC,2018-03-06,90,,,2,5,,
AZ_OC,2018-03-06,90,,,3,0,,
AZ_OC,2018-03-06,90,,,4,34,,
AZ_OC,2018-03-06,90,,,5,20,,
AZ_OC,2018-03-06,90,,,6,30,,
AZ_OC,2018-03-06,90,,,7,31,,
AZ_OC,2018-03-06,90,,,8,20,,
AZ_OC,2018-03-06,90,,,9,15,,
AZ_OC,2018-03-06,90,,,10,26,,
AZ_OC,2018-03-06,90,,,11,20,,
AZ_OC,2018-03-06,90,,,12,25,,
AZ_OC,2018-03-06,90,,,13,15,,
AZ_OC,2018-03-06,90,,,13.6,1,,
AZ_OC,2018-03-06,105,,,0,10,,
AZ_OC,2018-03-06,105,,,0.5,14,,
AZ_OC,2018-03-06,105,,,1,30,,
AZ_OC,2018-03-06,105,,,1.5,48,,
AZ_OC,2018-03-06,105,,,2,62,,
AZ_OC,2018-03-06,105,,,2.5,35,,
AZ_OC,2018-03-06,105,,,3,51,,
AZ_OC,2018-03-06,105,,,3.5,32,,
AZ_OC,2018-03-06,105,,,4,28,,
AZ_OC,2018-03-06,105,,,4.5,45,,
AZ_OC,2018-03-06,105,,,5,0,,
AZ_OC,2018-03-06,105,,,5.5,48,,
AZ_OC,2018-03-06,105,,,6,37,,
AZ_OC,2018-03-06,105,,,6.5,37,,
AZ_OC,2018-03-06,105,,,7,39,,
AZ_OC,2018-03-06,105,,,7.5,20,,
AZ_OC,2018-03-06,105,,,8,30,,
AZ_OC,2018-03-06,105,,,8.5,9,,
AZ_OC,2018-03-06,105,,,9,9,,
AZ_OC,2018-03-06,105,,,9.2,2,,
AZ_OC,2018-03-06,120,,,0,6,,
AZ_OC,2018-03-06,120,,,0.5,32,,
AZ_OC,2018-03-06,120,,,1,55,,
AZ_OC,2018-03-06,120,,,1.5,54,,
AZ_OC,2018-03-06,120,,,2,57,,
AZ_OC,2018-03-06,120,,,2.5,40,,
AZ_OC,2018-03-06,120,,,3,38,,
AZ_OC,2018-03-06,120,,,3.5,40,,
AZ_OC,2018-03-06,120,,,4,42,,
AZ_OC,2018-03-06,120,,,4.5,42,,
AZ_OC,2018-03-06,120,,,5,30,,
AZ_OC,2018-03-06,120,,,5.5,0,,
AZ_OC,2018-03-06,120,,,6,0,,
AZ_OC,2018-03-06,120,,,6.5,0,,
AZ_OC,2018-03-06,120,,,7,27,,
AZ_OC,2018-03-06,120,,,7.5,4,,
AZ_OC,2018-03-06,120,,,8,20,,
AZ_OC,2018-03-06,120,,,8.1,3,,
AZ_OC,2018-03-06,135,,,0,38,,
AZ_OC,2018-03-06,135,,,1,45,,
AZ_OC,2018-03-06,135,,,2,0,,
AZ_OC,2018-03-06,135,,,3,30,,
AZ_OC,2018-03-06,135,,,4,22,,
AZ_OC,2018-03-06,135,,,5,5,,
AZ_OC,2018-03-06,135,,,6,19,,
AZ_OC,2018-03-06,135,,,7,24,,
AZ_OC,2018-03-06,135,,,8,16,,
AZ_OC,2018-03-06,135,,,9,3,,
AZ_OC,2018-03-06,135,,,10,32,,
AZ_OC,2018-03-06,135,,,11,5,,
AZ_OC,2018-03-06,135,,,11.6,2,,
AZ_OC,2018-03-06,150,,,0,35,,
AZ_OC,2018-03-06,150,,,1,3,,
AZ_OC,2018-03-06,150,,,2,48,,
AZ_OC,2018-03-06,150,,,3,37,,
AZ_OC,2018-03-06,150,,,4,37,,
AZ_OC,2018-03-06,150,,,5,15,,
AZ_OC,2018-03-06,150,,,6,0,,
AZ_OC,2018-03-06,150,,,7,7,,
AZ_OC,2018-03-06,150,,,8,12,,
AZ_OC,2018-03-06,150,,,9,23,,
AZ_OC,2018-03-06,150,,,10,11,,
AZ_OC,2018-03-06,150,,,11,10,,
AZ_OC,2018-03-06,150,,,12,0,,
AZ_OC,2018-03-06,150,,,12.6,5,,
AZ_OC,2018-03-06,165,,,0,2,,
AZ_OC,2018-03-06,165,,,0.5,14,,
AZ_OC,2018-03-06,165,,,1,24,,
AZ_OC,2018-03-06,165,,,1.5,10,,
AZ_OC,2018-03-06,165,,,2,55,,
AZ_OC,2018-03-06,165,,,2.5,33,,
AZ_OC,2018-03-06,165,,,3,28,,
AZ_OC,2018-03-06,165,,,3.5,45,,
AZ_OC,2018-03-06,165,,,4,34,,
AZ_OC,2018-03-06,165,,,4.5,26,,
AZ_OC,2018-03-06,165,,,5,22,,
AZ_OC,2018-03-06,165,,,5.5,5,,
AZ_OC,2018-03-06,165,,,6,18,,
AZ_OC,2018-03-06,165,,,6.5,5,,
AZ_OC,2018-03-06,165,,,7,14,,
AZ_OC,2018-03-06,165,,,7.5,10,,
AZ_OC,2018-03-06,165,,,8,16,,
AZ_OC,2018-03-06,165,,,8.4,1,,
AZ_OC,2018-03-06,180,,,0,27,,
AZ_OC,2018-03-06,180,,,0.5,44,,
AZ_OC,2018-03-06,180,,,1,70,,
AZ_OC,2018-03-06,180,,,1.5,61,,
AZ_OC,2018-03-06,180,,,2,61,,
AZ_OC,2018-03-06,180,,,2.5,63,,
AZ_OC,2018-03-06,180,,,3,60,,
AZ_OC,2018-03-06,180,,,3.5,61,,
AZ_OC,2018-03-06,180,,,4,44,,
AZ_OC,2018-03-06,180,,,4.5,60,,
AZ_OC,2018-03-06,180,,,5,61,,
AZ_OC,2018-03-06,180,,,5.5,63,,
AZ_OC,2018-03-06,180,,,6,52,,
AZ_OC,2018-03-06,180,,,6.5,49,,
AZ_OC,2018-03-06,180,,,7,46,,
AZ_OC,2018-03-06,180,,,7.5,45,,
AZ_OC,2018-03-06,180,,,8,38,,
AZ_OC,2018-03-06,180,,,8.5,29,,
AZ_OC,2018-03-06,180,,,9,4,,
AZ_OC,2018-03-06,180,,,9.5,1,,
AZ_OC,2018-03-06,200,,,0,0,,
AZ_OC,2018-03-06,200,,,0.5,2,,
AZ_OC,2018-03-06,200,,,1,11,,
AZ_OC,2018-03-06,200,,,1.5,22,,
AZ_OC,2018-03-06,200,,,2,24,,
AZ_OC,2018-03-06,200,,,2.5,25,,
AZ_OC,2018-03-06,200,,,3,36,,
AZ_OC,2018-03-06,200,,,3.5,53,,
AZ_OC,2018-03-06,200,,,4,55,,
AZ_OC,2018-03-06,200,,,4.5,58,,
AZ_OC,2018-03-06,200,,,5,54,,
AZ_OC,2018-03-06,200,,,5.5,60,,
AZ_OC,2018-03-06,200,,,6,70,,
AZ_OC,2018-03-06,200,,,6.5,77,,
AZ_OC,2018-03-06,200,,,7,88,,
AZ_OC,2018-03-06,200,,,7.5,69,,
AZ_OC,2018-03-06,200,,,8,89,,
AZ_OC,2018-03-06,200,,,8.5,84,,
AZ_OC,2018-03-06,200,,,9,12,,
AZ_OC,2018-03-06,200,,,9.1,2,,
AZ_OC,2018-03-06,215,,,0,2,,
AZ_OC,2018-03-06,215,,,1,17,,
AZ_OC,2018-03-06,215,,,2,36,,
AZ_OC,2018-03-06,215,,,3,52,,
AZ_OC,2018-03-06,215,,,4,66,,
AZ_OC,2018-03-06,215,,,5,60,,
AZ_OC,2018-03-06,215,,,6,23,,
AZ_OC,2018-03-06,215,,,7,41,,
AZ_OC,2018-03-06,215,,,8,48,,
AZ_OC,2018-03-06,215,,,9,56,,
AZ_OC,2018-03-06,215,,,10,42,,
AZ_OC,2018-03-06,215,,,11,45,,
AZ_OC,2018-03-06,215,,,12,36,,
AZ_OC,2018-03-06,215,,,12.5,10,,
AZ_OC,2018-03-06,235,,,0,1,,
AZ_OC,2018-03-06,235,,,1,7,,
AZ_OC,2018-03-06,235,,,2,22,,
AZ_OC,2018-03-06,235,,,3,27,,
AZ_OC,2018-03-06,235,,,4,22,,
AZ_OC,2018-03-06,235,,,5,24,,
AZ_OC,2018-03-06,235,,,6,27,,
AZ_OC,2018-03-06,235,,,7,33,,
AZ_OC,2018-03-06,235,,,8,27,,
AZ_OC,2018-03-06,235,,,9,31,,
AZ_OC,2018-03-06,235,,,9.9,2,,
AZ_MV,2018-06-22,1100,,,20.2,52,,
AZ_MV,2018-06-22,1100,,,18,63,,
AZ_MV,2018-06-22,1100,,,16,69,,
AZ_MV,2018-06-22,1100,,,14,62,,
AZ_MV,2018-06-22,1100,,,12,67,,
AZ_MV,2018-06-22,1100,,,10,60,,
AZ_MV,2018-06-22,1100,,,8,58,,
AZ_MV,2018-06-22,1100,,,6,55,,
AZ_MV,2018-06-22,1100,,,4,54,,
AZ_MV,2018-06-22,1100,,,2,42,,
AZ_MV,2018-06-22,1100,,,0,12,,
AZ_MV,2018-06-22,990,,,9.7,20,,
AZ_MV,2018-06-22,990,,,8,50,,
AZ_MV,2018-06-22,990,,,7,50,,
AZ_MV,2018-06-22,990,,,6,45,,
AZ_MV,2018-06-22,990,,,5,30,,
AZ_MV,2018-06-22,990,,,4,20,,
AZ_MV,2018-06-22,990,,,3,10,,
AZ_MV,2018-06-22,990,,,2,7,,
AZ_MV,2018-06-22,990,,,1,1,,
AZ_MV,2018-06-22,990,,,0,0,,
AZ_MV,2018-06-22,890,,,13.1,4,,
AZ_MV,2018-06-22,890,,,12.1,23,,
AZ_MV,2018-06-22,890,,,10.9,31,,
AZ_MV,2018-06-22,890,,,9.8,28,,
AZ_MV,2018-06-22,890,,,8.6,38,,
AZ_MV,2018-06-22,890,,,7.4,25,,
AZ_MV,2018-06-22,890,,,6.3,43,,
AZ_MV,2018-06-22,890,,,5.3,37,,
AZ_MV,2018-06-22,890,,,4.1,35,,
AZ_MV,2018-06-22,890,,,3.1,28,,
AZ_MV,2018-06-22,890,,,2,17,,
AZ_MV,2018-06-22,890,,,1.1,13,,
AZ_MV,2018-06-22,890,,,0,2,,
AZ_MV,2018-06-22,830,,,9.5,1,,
AZ_MV,2018-06-22,830,,,8.1,2,,
AZ_MV,2018-06-22,830,,,7.1,30,,
AZ_MV,2018-06-22,830,,,6.3,35,,
AZ_MV,2018-06-22,830,,,5.2,47,,
AZ_MV,2018-06-22,830,,,4,48,,
AZ_MV,2018-06-22,830,,,3.1,47,,
AZ_MV,2018-06-22,830,,,2.1,43,,
AZ_MV,2018-06-22,830,,,1.2,28,,
AZ_MV,2018-06-22,830,,,0,35,,
AZ_MV,2018-06-22,670,,,20.6,22,,
AZ_MV,2018-06-22,670,,,18,45,,
AZ_MV,2018-06-22,670,,,16,55,,
AZ_MV,2018-06-22,670,,,14,60,,
AZ_MV,2018-06-22,670,,,12,75,,
AZ_MV,2018-06-22,670,,,10,76,,
AZ_MV,2018-06-22,670,,,8,77,,
AZ_MV,2018-06-22,670,,,6,72,,
AZ_MV,2018-06-22,670,,,4,56,,
AZ_MV,2018-06-22,670,,,2,40,,
AZ_MV,2018-06-22,670,,,0,1,,
AZ_MV,2018-06-22,515,,,29.2,2,,
AZ_MV,2018-06-22,515,,,26.8,60,,
AZ_MV,2018-06-22,515,,,23.9,70,,
AZ_MV,2018-06-22,515,,,21,70,,
AZ_MV,2018-06-22,515,,,18,75,,
AZ_MV,2018-06-22,515,,,15,74,,
AZ_MV,2018-06-22,515,,,12,65,,
AZ_MV,2018-06-22,515,,,8.3,73,,
AZ_MV,2018-06-22,515,,,5,57,,
