#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# U.S. Geological Survey, National Water Information System",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Surface water measurements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Retrieved: 2018-12-11 20:47:55 EST     (sdww01),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Further descriptions of the columns and codes used can be found at:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# https://help.waterdata.usgs.gov/output-formats#streamflow_measurement_data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Data for the following 1 site(s) are contained in this file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#  USGS 02322500 SANTA FE RIVER NEAR FORT WHITE, FLA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# -----------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agency_cd,site_no,measurement_nu,measurement_dt,tz_cd,q_meas_used_fg,party_nm,site_visit_coll_agency_cd,gage_height_va,discharge_va,measured_rating_diff,gage_va_change,gage_va_time,control_type_cd,discharge_cd,chan_nu,chan_name,meas_type,streamflow_method,velocity_method,chan_discharge,chan_width,chan_area,chan_velocity,chan_stability,chan_material,chan_evenness,long_vel_desc,horz_vel_desc,vert_vel_desc,chan_loc_cd,chan_loc_dist
5s,15s,6s,19d,12s,1s,12s,5s,12s,12s,12s,7s,6s,21s,15s,11n,64s,4s,5s,5s,14s,14s,14s,14s,4s,4s,4s,12s,9s,12s,7s,14s
USGS,2322500,417,12/9/1971,,Yes,LLB,USGS,1.6,1660,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1660,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,418,2/7/1972,,Yes,LLB,USGS,3.33,2510,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2510,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,419,3/15/1972,,Yes,LLB,USGS,2.13,1810,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1810,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,420,4/28/1972,,Yes,LLB,USGS,1.68,1110,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1110,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,421,4/29/1972,,Yes,LLB,USGS,1.72,1730,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1730,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,422,8/3/1972,,Yes,LLB,USGS,1.7,1740,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1740,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,423,10/6/1972,,Yes,LLB,USGS,1.57,1630,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1630,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,424,11/14/1972,,Yes,LLB,USGS,1.19,1120,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,1120,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,425,1/15/1973,,Yes,LLB,USGS,1.39,1430,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1430,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,426,2/23/1973,,Yes,LLB,USGS,3.64,2560,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2560,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,427,4/9/1973,,Yes,LLB,USGS,8.43,6560,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,6560,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,428,4/19/1973,,Yes,LLB,USGS,10.25,12700,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,12700,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,429,4/25/1973,,Yes,LLB,USGS,9,10200,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,10200,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,430,6/19/1973,,Yes,LLB,USGS,2.1,1510,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1510,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,431,7/21/1973,,Yes,LLB,USGS,2.21,1720,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1720,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,432,9/7/1973,,Yes,LLB,USGS,1.63,1650,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1650,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,433,10/26/1973,,Yes,LLB,USGS,1.08,1240,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1240,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,434,12/14/1973,,Yes,LLB,USGS,0.9,1140,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1140,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,435,2/1/1974,,Yes,LLB,USGS,0.81,984,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,984,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,436,3/29/1974,,Yes,LLB,USGS,1,1040,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1040,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,437,5/23/1974,,Yes,LLB,USGS,1.08,1170,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1170,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,438,7/19/1974,,Yes,LLB,USGS,1,1110,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1110,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,440,9/8/1974,,Yes,LLB,USGS,0.81,1060,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1060,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,439,9/13/1974,,Yes,LLB,USGS,3.12,2040,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2040,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,441,1/8/1975,,Yes,LLB,USGS,0.65,959,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,959,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,442,3/4/1975,,Yes,JEC,USGS,1.1,1260,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1260,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,443,5/6/1975,,Yes,JEC,USGS,1.95,1730,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1730,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,444,5/7/1975,,Yes,JEC,USGS,1.82,1830,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,1830,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,445,6/26/1975,,Yes,JEC,USGS,0.74,964,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,964,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,446,9/16/1975,,Yes,JEC,USGS,1.42,1490,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1490,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,447,11/11/1975,,Yes,JEC,USGS,1,1170,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1170,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,448,1/13/1976,,Yes,JEC,USGS,0.96,1110,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1110,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,449,3/4/1976,,Yes,JEC,USGS,0.8,958,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,958,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,450,5/10/1976,,Yes,JDG,USGS,0.64,826,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,826,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,451,7/13/1976,,Yes,JDG,USGS,1.1,1260,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1260,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,452,9/2/1976,,Yes,JDG,USGS,0.71,905,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,905,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,453,11/5/1976,,Yes,JDG,USGS,0.67,882,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,882,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,454,1/13/1977,,Yes,JDG,USGS,2.59,1640,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1640,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,455,3/3/1977,,Yes,JDG,USGS,1.13,1450,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1450,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,456,6/24/1977,,Yes,JDG,USGS,0.65,838,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,838,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,457,10/11/1977,,Yes,JDG,USGS,0.75,984,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,984,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,458,12/6/1977,,Yes,JDG,USGS,0.57,819,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,819,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,459,5/4/1978,,Yes,JDG,USGS,1.63,1640,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1640,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,460,2/12/1979,,Yes,JED,USGS,1.48,1510,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1510,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,461,6/20/1979,,Yes,JED,USGS,0.98,1040,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1040,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,462,10/23/1979,,Yes,JED,USGS,1.46,1560,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QADCP,VADCP,1560,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,463,2/7/1980,,Yes,JED,USGS,1.71,1640,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1640,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,464,4/16/1980,,Yes,JED,USGS,4.02,2630,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2630,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,465,7/17/1980,,Yes,JED,USGS,1.06,1200,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1200,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,466,10/16/1980,,Yes,JED,USGS,0.94,1030,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1030,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,467,4/6/1981,,Yes,JED,USGS,1.13,1190,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1190,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,468,6/9/1981,,Yes,JED,USGS,0.71,795,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,795,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,469,6/10/1981,,Yes,JED,USGS,0.71,818,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,818,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,470,8/6/1981,,Yes,JED,USGS,0.7,820,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,820,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,471,10/6/1981,,Yes,JED,USGS,0.58,818,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,818,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,472,12/10/1981,,Yes,JED,USGS,0.52,709,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,709,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,473,3/25/1982,,Yes,JED,USGS,0.84,921,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,921,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,474,5/12/1982,,Yes,JED,USGS,1.18,1260,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1260,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,475,7/15/1982,,Yes,JED,USGS,1.73,1800,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1800,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,476,9/16/1982,,Yes,JED,USGS,1.96,1950,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1950,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,477,10/19/1982,,Yes,JED,USGS,1.39,1510,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1510,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,478,12/8/1982,,Yes,JED,USGS,0.97,1110,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1110,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,479,2/16/1983,,Yes,JED,USGS,1.69,1630,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1630,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,480,4/20/1983,,Yes,JED,USGS,5.16,2850,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2850,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,481,10/3/1983,,Yes,JED,USGS,1.81,1750,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1750,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,482,12/28/1983,,Yes,JED,USGS,1.97,1920,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,1920,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,483,2/29/1984,,Yes,JED,USGS,3.25,2510,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,2510,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,484,4/13/1984,,Yes,JED,USGS,9.35,4380,Unspecified,,,,MEAS,1,Imported Channel 1,UNSP,QSCMM,unkno,4380,,,,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,485,6/26/1984,,Yes,AEA,USGS,1.57,1530,Good,-0.01,1,Clear,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,1530,162,778,1.97,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,486,11/8/1984,,Yes,RAO,USGS,1.4,1380,Fair,0,0.9,DebrisLight,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,1380,144,737,1.87,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,487,12/18/1984,,Yes,PRM,USGS,1.26,1260,Fair,0,1,Clear,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,1260,140,745,1.69,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,488,2/7/1985,,Yes,AEA,USGS,1.13,1210,Good,0,1,Clear,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,1210,140,728,1.66,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,489,4/5/1985,,Yes,AEA,USGS,1.03,1210,Fair,0,1,DebrisLight,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,1210,140,722,1.66,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,490,6/5/1985,,Yes,AEA,USGS,0.96,1120,Good,0,1,Clear,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,1120,138,709,1.58,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,491,7/26/1985,,Yes,AEA,USGS,1.29,1460,Good,0,1,DebrisLight,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,1460,140,750,1.95,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,492,9/6/1985,,Yes,RAO,USGS,6.56,5680,Fair,0,1.1,Clear,MEAS,1,Imported Channel 1,CRAN,unspe,unkno,5680,266,2420,2.35,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,493,12/4/1985,,Yes,AEA,USGS,1.38,1450,Good,0,1,Clear,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,1450,140,768,1.89,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,494,1/31/1986,,Yes,AEA,USGS,1.63,1600,Fair,0,1,Clear,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,1600,140,794,2.02,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,495,3/25/1986,,Yes,AEA,USGS,3.37,2360,Fair,0,1,Clear,MEAS,1,Imported Channel 1,CRAN,unspe,unkno,2360,240,1950,1.21,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,496,7/15/1986 9:05,EDT,Yes,AEA,USGS,0.92,1120,Good,0,1,DebrisLight,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,1120,193,1350,0.8,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,497,1/8/1987 12:50,EST,Yes,AEA,USGS,2.12,1910,Fair,0.01,1,Clear,MEAS,1,Imported Channel 1,CRAN,unspe,unkno,1910,222,1640,0.86,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,498,2/23/1987 13:15,EST,Yes,AEA,USGS,4.96,3150,Fair,0.02,1,Clear,MEAS,1,Imported Channel 1,CRAN,unspe,unkno,3150,255,2340,1.35,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,499,4/24/1987 12:15,EDT,Yes,AEA,USGS,3.38,2720,Good,-0.01,1.6,Clear,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,2720,240,1930,1.41,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,500,6/16/1987 15:20,EDT,Yes,AEA,USGS,1.5,1480,Good,0,1,DebrisLight,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,1480,212,1510,0.98,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,501,8/14/1987 8:05,EDT,Yes,AEA,USGS,1.43,1540,Good,0,1,DebrisLight,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,1540,210,1500,1.03,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,502,10/9/1987 10:45,EDT,Yes,AEA,USGS,1.32,1360,Good,0,1,DebrisLight,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,1360,210,26,0.93,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,503,12/1/1987 13:50,EST,Yes,AEA,USGS,1.17,1210,Good,0,1,DebrisLight,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,1210,210,1460,0.83,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,504,1/28/1988 11:00,EST,Yes,AEA,USGS,2.02,1800,Good,0,1,DebrisModerate,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,1800,225,1620,1.11,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,505,4/1/1988 8:00,EST,Yes,AEA,USGS,3.16,2580,Good,-0.01,1.8,Clear,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,2580,235,1870,1.38,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,506,5/26/1988 7:50,EDT,Yes,AEA,USGS,1.3,1450,Good,-0.01,1,Clear,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,1450,205,1470,0.99,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,507,9/13/1988 16:45,EDT,Yes,AEA,USGS,7.66,7050,Good,-0.01,1.2,Clear,MEAS,1,Imported Channel 1,CRAN,unspe,unkno,7050,275,2700,2.61,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,508,11/8/1988 12:20,EST,Yes,PRM,USGS,1.37,1520,Fair,-0.01,1.1,Clear,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,1520,141,718,2.12,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,509,1/11/1989 11:35,EST,Yes,PRM,USGS,1.01,1150,Fair,0,1,DebrisLight,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,1150,140,665,1.73,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,510,3/2/1989 11:25,EST,Yes,prm/dms,USGS,0.9,1070,Fair,0,0.9,Clear,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,1070,139,715,1.5,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,511,5/25/1989 13:00,EDT,Yes,DMS/JES,USGS,0.88,820,Fair,0,1.5,DebrisLight,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,820,135,640,1.28,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,512,7/18/1989 11:45,EDT,Yes,DMS/RAO,USGS,0.97,874,Fair,0,0.6,DebrisHeavy,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,874,138,660,1.27,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,513,7/18/1989 12:30,EDT,Yes,RAO/DMS,USGS,0.97,871,Fair,0,0.5,DebrisHeavy,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,871,138,688,1.27,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,514,10/13/1989 11:45,EDT,Yes,DMS,USGS,1.27,1290,Good,0,1.2,DebrisLight,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,1290,138,749,1.72,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,515,12/5/1989 14:06,EST,Yes,JDG,USGS,0.69,863,Good,0,1.4,Clear,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,863,135,641,1.35,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,516,2/6/1990 11:15,EST,Yes,GTL,USGS,0.68,848,Good,0,1.3,Clear,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,848,144,739,1.15,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,517,4/3/1990 12:10,EDT,Yes,GTL,USGS,0.78,897,Good,0,1.4,,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,897,150,780,1.15,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,518,5/24/1990 11:30,EDT,Yes,GTL,USGS,0.77,760,Fair,-0.01,2.2,DebrisLight,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,760,148,824,0.92,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,519,7/3/1990 13:10,EDT,Yes,PEM/GTL,USGS,0.82,720,Poor,0,1.5,DebrisHeavy,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,720,150,846,0.85,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,520,8/23/1990 10:25,EDT,Yes,DMS/RAO,USGS,0.78,838,Unspecified,,,,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,838,145,680,1.23,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,521,11/20/1990 13:40,EST,Yes,GTL/IJK,USGS,0.52,687,Fair,0,1.2,DebrisHeavy,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,687,142,688,0.99,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
USGS,2322500,522,1/10/1991 11:10,EST,Yes,GTL/BAK,USGS,0.5,607,Fair,0,2.5,DebrisHeavy,MEAS,1,Imported Channel 1,BOAT,unspe,unkno,607,131,621,0.98,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
